pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
59,British Columbia,Colombie-Britannique,2/1/20,5,2020,1,1,1,0.02,0,0,0,0.02,0,1,0,0.02,0,0.14,0,0,0
48,Alberta,Alberta,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2/1/20,5,2020,1,3,0,0.02,0,0,0,0,0,3,0,0.02,0,0,0,0,0
24,Quebec,Québec,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2/1/20,5,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2/1/20,5,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2/1/20,5,2020,,4,1,0.01,0,0,0,0,0,4,0,0.01,0,0.14,0,0,0
59,British Columbia,Colombie-Britannique,2/8/20,6,2020,1,4,3,0.08,0,0,0,0.06,0,4,0,0.08,0,0.43,0.01,0,0
48,Alberta,Alberta,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2/8/20,6,2020,1,4,1,0.03,0,0,0,0.01,0,1,0,0.01,0,0.14,0,0,0
24,Quebec,Québec,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2/8/20,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2/8/20,6,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2/8/20,6,2020,,8,4,0.02,0,0,0,0.01,0,5,0,0.01,0,0.57,0,0,0
59,British Columbia,Colombie-Britannique,2/15/20,7,2020,1,4,0,0.08,0,0,0,0,0,3,0,0.06,0,0,0,0,0
48,Alberta,Alberta,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2/15/20,7,2020,1,4,0,0.03,0,0,0,0,0,1,0,0.01,0,0,0,0,0
24,Quebec,Québec,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2/15/20,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2/15/20,7,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2/15/20,7,2020,,8,0,0.02,0,0,0,0,0,4,0,0.01,0,0,0,0,0
59,British Columbia,Colombie-Britannique,2/22/20,8,2020,1,6,2,0.11,0,0,0,0.04,0,2,0,0.04,0,0.29,0.01,0,0
48,Alberta,Alberta,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2/22/20,8,2020,1,5,1,0.03,0,0,0,0.01,0,1,0,0.01,0,0.14,0,0,0
24,Quebec,Québec,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2/22/20,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2/22/20,8,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2/22/20,8,2020,,11,3,0.03,0,0,0,0.01,0,3,0,0.01,0,0.43,0,0,0
59,British Columbia,Colombie-Britannique,2/29/20,9,2020,1,7,1,0.13,0,0,0,0.02,0,3,0,0.06,0,0.14,0,0,0
48,Alberta,Alberta,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2/29/20,9,2020,1,18,13,0.12,0,0,0,0.09,0,14,0,0.09,0,1.86,0.01,0,0
24,Quebec,Québec,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2/29/20,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2/29/20,9,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2/29/20,9,2020,,25,14,0.06,0,0,0,0.04,0,17,0,0.04,0,2,0.01,0,0
59,British Columbia,Colombie-Britannique,3/7/20,10,2020,1,27,20,0.51,0,0,0,0.38,0,21,0,0.39,0,2.86,0.05,0,0
48,Alberta,Alberta,3/7/20,10,2020,1,2,2,0.04,0,0,0,0.04,0,2,0,0.04,0,0.29,0.01,0,0
47,Saskatchewan,Saskatchewan,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,3/7/20,10,2020,1,33,15,0.22,0,0,0,0.1,0,28,0,0.19,0,2.14,0.01,0,0
24,Quebec,Québec,3/7/20,10,2020,1,1,1,0.01,0,0,0,0.01,0,1,0,0.01,0,0.14,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,3/7/20,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,3/7/20,10,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,3/7/20,10,2020,,63,38,0.16,0,0,0,0.1,0,52,0,0.13,0,5.43,0.01,0,0
59,British Columbia,Colombie-Britannique,3/14/20,11,2020,1,64,37,1.2,1,1,0.02,0.7,0.02,57,1,1.07,0.02,5.29,0.1,0.14,0
48,Alberta,Alberta,3/14/20,11,2020,1,56,54,1.23,0,0,0,1.19,0,56,0,1.23,0,7.71,0.17,0,0
47,Saskatchewan,Saskatchewan,3/14/20,11,2020,1,2,2,0.17,0,0,0,0.17,0,2,0,0.17,0,0.29,0.02,0,0
46,Manitoba,Manitoba,3/14/20,11,2020,1,4,4,0.28,0,0,0,0.28,0,4,0,0.28,0,0.57,0.04,0,0
35,Ontario,Ontario,3/14/20,11,2020,1,181,148,1.2,1,1,0.01,0.98,0.01,163,1,1.08,0.01,21.14,0.14,0.14,0
24,Quebec,Québec,3/14/20,11,2020,1,7,6,0.08,1,1,0.01,0.07,0.01,7,1,0.08,0.01,0.86,0.01,0.14,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/14/20,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/14/20,11,2020,1,2,2,0.25,0,0,0,0.25,0,2,0,0.25,0,0.29,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,3/14/20,11,2020,1,2,2,0.2,0,0,0,0.2,0,2,0,0.2,0,0.31,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,3/14/20,11,2020,1,1,1,0.59,0,0,0,0.59,0,1,0,0.59,0,0.08,0.05,0,0
60,Yukon,Yukon,3/14/20,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/14/20,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,3/14/20,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,3/14/20,11,2020,,2,2,,0,0,,,,2,0,,,0.29,,0,
1,Canada,Canada,3/14/20,11,2020,,321,258,0.82,3,3,0.01,0.66,0.01,296,3,0.76,0.01,36.86,0.09,0.43,0
59,British Columbia,Colombie-Britannique,3/21/20,12,2020,1,424,360,7.97,10,9,0.19,6.77,0.17,397,10,7.46,0.19,51.43,0.97,1.29,0.02
48,Alberta,Alberta,3/21/20,12,2020,1,244,188,5.37,1,1,0.02,4.14,0.02,242,1,5.33,0.02,26.86,0.59,0.14,0
47,Saskatchewan,Saskatchewan,3/21/20,12,2020,1,44,42,3.68,0,0,0,3.52,0,44,0,3.68,0,6,0.5,0,0
46,Manitoba,Manitoba,3/21/20,12,2020,1,19,15,1.35,0,0,0,1.06,0,19,0,1.35,0,2.14,0.15,0,0
35,Ontario,Ontario,3/21/20,12,2020,1,628,447,4.16,2,1,0.01,2.96,0.01,595,2,3.94,0.01,63.86,0.42,0.14,0
24,Quebec,Québec,3/21/20,12,2020,1,288,281,3.31,5,4,0.06,3.23,0.05,287,5,3.3,0.06,40.14,0.46,0.57,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/21/20,12,2020,1,6,6,1.14,0,0,0,1.14,0,6,0,1.14,0,0.86,0.16,0,0
13,New Brunswick,Nouveau-Brunswick,3/21/20,12,2020,1,17,15,2.09,0,0,0,1.85,0,17,0,2.09,0,2.14,0.26,0,0
12,Nova Scotia,Nouvelle-Écosse,3/21/20,12,2020,1,30,28,2.94,0,0,0,2.75,0,30,0,2.94,0,4,0.39,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,3/21/20,12,2020,1,2,2,1.17,0,0,0,1.17,0,3,0,1.76,0,0.22,0.13,0,0
60,Yukon,Yukon,3/21/20,12,2020,1,1,1,2.28,0,0,0,2.28,0,1,0,2.28,0,0.1,0.22,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/21/20,12,2020,1,1,1,2.19,0,0,0,2.19,0,1,0,2.19,0,0.1,0.22,0,0
62,Nunavut,Nunavut,3/21/20,12,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,3/21/20,12,2020,,13,11,,0,0,,,,13,0,,,1.57,,0,
1,Canada,Canada,3/21/20,12,2020,,1717,1397,4.41,18,15,0.05,3.59,0.04,1655,18,4.25,0.05,199.57,0.51,2.14,0.01
59,British Columbia,Colombie-Britannique,3/28/20,13,2020,1,884,460,16.62,16,6,0.3,8.65,0.11,820,15,15.42,0.28,65.71,1.24,0.86,0.02
48,Alberta,Alberta,3/28/20,13,2020,1,666,422,14.66,1,0,0.02,9.29,0,610,1,13.43,0.02,60.29,1.33,0,0
47,Saskatchewan,Saskatchewan,3/28/20,13,2020,1,134,90,11.22,0,0,0,7.53,0,132,0,11.05,0,12.86,1.08,0,0
46,Manitoba,Manitoba,3/28/20,13,2020,1,64,45,4.54,1,1,0.07,3.19,0.07,60,1,4.26,0.07,6.43,0.46,0.14,0.01
35,Ontario,Ontario,3/28/20,13,2020,1,1955,1327,12.94,29,27,0.19,8.78,0.18,1774,28,11.74,0.19,189.57,1.25,3.86,0.03
24,Quebec,Québec,3/28/20,13,2020,1,2368,2080,27.23,41,36,0.47,23.92,0.41,2361,40,27.15,0.46,297.14,3.42,5.14,0.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/28/20,13,2020,1,120,114,22.81,0,0,0,21.67,0,120,0,22.81,0,16.29,3.1,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,3/28/20,13,2020,1,51,34,6.28,0,0,0,4.19,0,49,0,6.03,0,4.86,0.6,0,0
12,Nova Scotia,Nouvelle-Écosse,3/28/20,13,2020,1,102,72,10,0,0,0,7.06,0,100,0,9.81,0,10.33,1.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,3/28/20,13,2020,1,13,11,7.62,0,0,0,6.44,0,13,0,7.62,0,1.59,0.93,0,0
60,Yukon,Yukon,3/28/20,13,2020,1,4,3,9.13,0,0,0,6.85,0,4,0,9.13,0,0.43,0.98,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/28/20,13,2020,1,1,0,2.19,0,0,0,0,0,1,0,2.19,0,0.04,0.09,0,0
62,Nunavut,Nunavut,3/28/20,13,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,3/28/20,13,2020,,13,0,,0,0,,,,11,0,,,0,,0,
1,Canada,Canada,3/28/20,13,2020,,6375,4658,16.38,88,70,0.23,11.97,0.18,6055,85,15.55,0.22,665.43,1.71,10,0.03
59,British Columbia,Colombie-Britannique,4/4/20,14,2020,1,1203,319,22.62,38,22,0.71,6,0.41,779,28,14.64,0.53,45.57,0.86,3.14,0.06
48,Alberta,Alberta,4/4/20,14,2020,1,1232,566,27.12,23,22,0.51,12.46,0.48,988,22,21.75,0.48,80.86,1.78,3.14,0.07
47,Saskatchewan,Saskatchewan,4/4/20,14,2020,1,231,97,19.33,3,3,0.25,8.12,0.25,187,3,15.65,0.25,13.86,1.16,0.43,0.04
46,Manitoba,Manitoba,4/4/20,14,2020,1,194,130,13.77,2,1,0.14,9.22,0.07,175,2,12.42,0.14,18.57,1.32,0.14,0.01
35,Ontario,Ontario,4/4/20,14,2020,1,4753,2798,31.46,176,147,1.16,18.52,0.97,4125,174,27.3,1.15,399.71,2.65,21,0.14
24,Quebec,Québec,4/4/20,14,2020,1,6749,4381,77.61,188,147,2.16,50.38,1.69,6461,183,74.3,2.1,625.86,7.2,21,0.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/4/20,14,2020,1,195,75,37.07,1,1,0.19,14.26,0.19,189,1,35.93,0.19,10.71,2.04,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,4/4/20,14,2020,1,98,47,12.07,0,0,0,5.79,0,81,0,9.97,0,6.71,0.83,0,0
12,Nova Scotia,Nouvelle-Écosse,4/4/20,14,2020,1,246,143,24.12,0,0,0,14.02,0,215,0,21.08,0,20.45,2.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,4/4/20,14,2020,1,22,8,12.89,0,0,0,4.69,0,19,0,11.13,0,1.18,0.69,0,0
60,Yukon,Yukon,4/4/20,14,2020,1,6,3,13.7,0,0,0,6.85,0,6,0,13.7,0,0.38,0.87,0,0
61,Northwest Territories,Territoires du Nord-Ouest,4/4/20,14,2020,1,4,3,8.77,0,0,0,6.58,0,3,0,6.58,0,0.41,0.89,0,0
62,Nunavut,Nunavut,4/4/20,14,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,4/4/20,14,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,4/4/20,14,2020,,14946,8570,38.39,431,343,1.11,22.01,0.88,13228,413,33.98,1.06,1224.29,3.14,49,0.13
59,British Columbia,Colombie-Britannique,4/11/20,15,2020,1,1445,242,27.17,58,20,1.09,4.55,0.38,561,42,10.55,0.79,34.57,0.65,2.86,0.05
48,Alberta,Alberta,4/11/20,15,2020,1,1553,321,34.18,45,22,0.99,7.07,0.48,887,44,19.52,0.97,45.86,1.01,3.14,0.07
47,Saskatchewan,Saskatchewan,4/11/20,15,2020,1,289,58,24.19,4,1,0.33,4.85,0.08,155,4,12.97,0.33,8.29,0.69,0.14,0.01
46,Manitoba,Manitoba,4/11/20,15,2020,1,242,48,17.17,4,2,0.28,3.41,0.14,178,3,12.63,0.21,6.86,0.49,0.29,0.02
35,Ontario,Ontario,4/11/20,15,2020,1,7921,3168,52.42,430,254,2.85,20.97,1.68,5966,401,39.49,2.65,452.57,3,36.29,0.24
24,Quebec,Québec,4/11/20,15,2020,1,11263,4514,129.52,581,393,6.68,51.91,4.52,8895,540,102.29,6.21,644.86,7.42,56.14,0.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/11/20,15,2020,1,241,46,45.82,2,1,0.38,8.75,0.19,121,2,23.01,0.38,6.57,1.25,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,4/11/20,15,2020,1,112,14,13.79,0,0,0,1.72,0,61,0,7.51,0,2,0.25,0,0
12,Nova Scotia,Nouvelle-Écosse,4/11/20,15,2020,1,422,177,41.38,2,2,0.2,17.36,0.2,320,2,31.38,0.2,25.24,2.48,0.31,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,4/11/20,15,2020,1,24,2,14.06,0,0,0,1.17,0,10,0,5.86,0,0.31,0.18,0,0
60,Yukon,Yukon,4/11/20,15,2020,1,8,2,18.27,0,0,0,4.57,0,5,0,11.42,0,0.24,0.54,0,0
61,Northwest Territories,Territoires du Nord-Ouest,4/11/20,15,2020,1,5,1,10.96,0,0,0,2.19,0,4,0,8.77,0,0.16,0.36,0,0
62,Nunavut,Nunavut,4/11/20,15,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,4/11/20,15,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,4/11/20,15,2020,,23538,8593,60.46,1126,695,2.89,22.07,1.79,17163,1038,44.09,2.67,1227.57,3.15,99.29,0.26
59,British Columbia,Colombie-Britannique,4/18/20,16,2020,1,1618,173,30.42,78,20,1.47,3.25,0.38,415,40,7.8,0.75,24.71,0.46,2.86,0.05
48,Alberta,Alberta,4/18/20,16,2020,1,2495,942,54.92,57,12,1.25,20.73,0.26,1263,34,27.8,0.75,134.57,2.96,1.71,0.04
47,Saskatchewan,Saskatchewan,4/18/20,16,2020,1,313,24,26.2,4,0,0.33,2.01,0,82,1,6.86,0.08,3.43,0.29,0,0
46,Manitoba,Manitoba,4/18/20,16,2020,1,253,11,17.95,5,1,0.35,0.78,0.07,59,3,4.19,0.21,1.57,0.11,0.14,0.01
35,Ontario,Ontario,4/18/20,16,2020,1,12182,4261,80.63,799,369,5.29,28.2,2.44,7429,623,49.17,4.12,608.71,4.03,52.71,0.35
24,Quebec,Québec,4/18/20,16,2020,1,17262,5999,198.51,1180,599,13.57,68.99,6.89,10513,992,120.9,11.41,857,9.86,85.57,0.98
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/18/20,16,2020,1,256,15,48.67,3,1,0.57,2.85,0.19,61,2,11.6,0.38,2.14,0.41,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,4/18/20,16,2020,1,118,6,14.53,0,0,0,0.74,0,20,0,2.46,0,0.86,0.11,0,0
12,Nova Scotia,Nouvelle-Écosse,4/18/20,16,2020,1,650,228,63.74,7,5,0.69,22.36,0.49,405,7,39.72,0.69,32.59,3.2,0.73,0.07
11,Prince Edward Island,Île-du-Prince-Édouard,4/18/20,16,2020,1,26,2,15.23,0,0,0,1.17,0,4,0,2.34,0,0.27,0.16,0,0
60,Yukon,Yukon,4/18/20,16,2020,1,10,2,22.84,0,0,0,4.57,0,4,0,9.13,0,0.24,0.54,0,0
61,Northwest Territories,Territoires du Nord-Ouest,4/18/20,16,2020,1,5,0,10.96,0,0,0,0,0,1,0,2.19,0,0,0,0,0
62,Nunavut,Nunavut,4/18/20,16,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,4/18/20,16,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,4/18/20,16,2020,,35201,11663,90.42,2133,1007,5.48,29.96,2.59,20256,1702,52.03,4.37,1666.14,4.28,143.86,0.37
59,British Columbia,Colombie-Britannique,4/25/20,17,2020,1,1948,330,36.62,100,22,1.88,6.2,0.41,503,42,9.46,0.79,47.14,0.89,3.14,0.06
48,Alberta,Alberta,4/25/20,17,2020,1,4231,1736,93.13,84,27,1.85,38.21,0.59,2678,39,58.95,0.86,248,5.46,3.86,0.08
47,Saskatchewan,Saskatchewan,4/25/20,17,2020,1,349,36,29.21,4,0,0.33,3.01,0,60,0,5.02,0,5.14,0.43,0,0
46,Manitoba,Manitoba,4/25/20,17,2020,1,267,14,18.95,6,1,0.43,0.99,0.07,25,2,1.77,0.14,2,0.14,0.14,0.01
35,Ontario,Ontario,4/25/20,17,2020,1,15835,3653,104.8,1266,467,8.38,24.18,3.09,7914,836,52.38,5.53,521.86,3.45,66.71,0.44
24,Quebec,Québec,4/25/20,17,2020,1,22279,5017,256.21,1929,749,22.18,57.7,8.61,11016,1348,126.68,15.5,716.71,8.24,107,1.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,4/25/20,17,2020,1,257,1,48.86,3,0,0.57,0.19,0,16,1,3.04,0.19,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,4/25/20,17,2020,1,118,0,14.53,0,0,0,0,0,6,0,0.74,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,4/25/20,17,2020,1,849,198,83.26,20,12,1.96,19.42,1.18,426,17,41.78,1.67,28.35,2.78,1.78,0.17
11,Prince Edward Island,Île-du-Prince-Édouard,4/25/20,17,2020,1,27,1,15.82,0,0,0,0.59,0,3,0,1.76,0,0.14,0.08,0,0
60,Yukon,Yukon,4/25/20,17,2020,1,11,1,25.12,0,0,0,2.28,0,3,0,6.85,0,0.19,0.43,0,0
61,Northwest Territories,Territoires du Nord-Ouest,4/25/20,17,2020,1,5,0,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,4/25/20,17,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,4/25/20,17,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,4/25/20,17,2020,,46189,10987,118.65,3412,1278,8.76,28.22,3.28,22650,2285,58.18,5.87,1569.57,4.03,182.57,0.47
59,British Columbia,Colombie-Britannique,5/2/20,18,2020,1,2171,223,40.81,114,14,2.14,4.19,0.26,553,36,10.4,0.68,31.86,0.6,2,0.04
48,Alberta,Alberta,5/2/20,18,2020,1,5567,1336,122.54,104,20,2.29,29.41,0.44,3072,47,67.62,1.03,190.86,4.2,2.86,0.06
